customer_id,customer_size,annual_revenue,industry,c_level_engagement,open_deals,customer_sign_up_date,amount_ARR_cloud,amount_ARR_on_prem,feature_1_usage,feature_2_usage,feature_3_usage,next_renewal_date,last_qbr_date,amount_ARR_total,customer_age,days_between_renewal_and_qbr,churned
363,1785,890694.75,Finance,medium,0,2014-08-01,91888.53,12837.28,low,high,high,2017-08-01,2016-06-07,104725.81,138,420,1
364,1677,885324.18,Manufacturing,low,1,2022-09-12,92517.72,7975.04,high,medium,high,2025-09-12,2024-04-25,100492.76,39,505,1
365,1581,881048.4,Education,low,0,2019-07-18,107620.32,10553.89,low,high,high,2022-07-18,2022-05-19,118174.21,77,60,0
366,1154,544293.04,Finance,medium,0,2019-11-05,45341.67,9531.97,high,high,high,2022-11-05,2021-05-20,54873.64,73,534,1
367,1590,1198698.04,Retail,low,0,2013-04-09,110787.54,6210.32,medium,high,high,2016-04-09,2016-01-18,116997.85999999999,154,82,1
368,1698,963992.79,Food and Beverage,medium,0,2021-03-31,367193.51,9364.53,low,low,low,2024-03-31,2022-05-06,376558.04000000004,56,695,1
369,1764,982004.7,Retail,medium,1,2021-03-11,74475.94,12033.98,medium,high,low,2024-03-11,2023-11-22,86509.92,57,110,0
370,1565,1328531.03,Energy,low,0,2015-11-11,126027.29,9371.39,high,high,high,2018-11-11,2015-12-07,135398.68,122,1070,0
371,924,924575.05,Retail,medium,1,2012-01-20,153251.92,8308.92,high,high,high,2015-01-20,2014-10-02,161560.84000000003,168,110,0
372,1553,1063431.31,Healthcare,medium,0,2013-08-06,104084.25,10502.04,high,high,high,2016-08-06,2014-01-22,114586.29000000001,150,927,0
373,1521,814215.55,Healthcare,low,0,2015-06-24,262009.43,4290.31,high,high,high,2018-06-24,2017-10-12,266299.74,127,255,0
374,835,979222.81,Technology,medium,1,2011-05-06,163065.23,9470.84,medium,high,low,2014-05-06,2013-07-03,172536.07,177,307,0
375,929,904518.01,Technology,medium,1,2014-09-17,446100.23,10806.8,high,high,medium,2017-09-17,2016-01-04,456907.02999999997,136,622,0
376,1307,1232645.88,Technology,medium,1,2017-06-26,140794.66,10580.41,high,high,low,2020-06-26,2019-09-26,151375.07,102,274,0
377,1062,816829.82,Energy,medium,0,2019-07-23,270551.43,8697.23,high,medium,high,2022-07-23,2019-11-19,279248.66,77,977,0
378,1510,456034.09,Retail,low,0,2014-04-04,89465.15,14927.25,high,high,high,2017-04-04,2014-11-18,104392.4,142,868,1
379,1024,932631.29,Food and Beverage,medium,0,2010-10-06,137039.27,6369.15,high,low,high,2013-10-06,2011-12-06,143408.41999999998,184,670,0
380,1408,1342961.19,Energy,medium,0,2011-04-13,169118.24,11669.22,high,high,high,2014-04-13,2012-04-19,180787.46,178,724,0
381,1886,930000.32,Food and Beverage,medium,0,2010-09-14,136730.18,4799.39,low,high,low,2013-09-14,2012-08-28,141529.57,185,382,0
382,1546,1117344.01,Manufacturing,medium,0,2016-02-11,277441.61,7846.08,medium,high,high,2019-02-11,2016-08-04,285287.69,119,921,0
383,1313,941016.39,Food and Beverage,medium,1,2011-06-28,59603.22,7456.3,high,high,low,2014-06-28,2012-05-07,67059.52,175,782,0
384,1861,870769.35,Manufacturing,medium,0,2017-03-20,213433.98,5165.11,high,medium,high,2020-03-20,2019-06-24,218599.09,105,270,1
385,1555,1221796.02,Education,high,1,2021-09-09,233396.43,6014.93,high,high,high,2024-09-09,2023-07-18,239411.36,51,419,0
386,1826,1202762.02,Retail,low,1,2016-12-22,166111.74,6801.31,medium,high,high,2019-12-22,2017-09-08,172913.05,108,835,0
387,1228,1232282.25,Retail,low,0,2015-10-05,183545.27,12119.41,high,high,high,2018-10-05,2018-07-04,195664.68,123,93,1
388,1398,1051096.6,Finance,high,0,2015-09-18,209480.64,8237.26,high,high,high,2018-09-18,2018-08-08,217717.90000000002,124,41,0
389,1777,1022276.63,Education,medium,0,2012-03-19,85226.07,10374.53,medium,high,high,2015-03-19,2014-01-22,95600.6,166,421,0
390,1446,1050484.55,Government,medium,1,2017-06-30,136595.32,8776.62,high,medium,high,2020-06-30,2018-11-08,145371.94,102,600,0
391,1471,746086.22,Technology,high,0,2018-01-04,190641.64,7109.87,high,high,high,2021-01-04,2020-12-09,197751.51,96,26,0
392,1581,960895.22,Technology,medium,0,2010-02-15,215972.83,6240.07,high,low,high,2013-02-15,2012-11-07,222212.9,192,100,0
393,1631,853406.71,Retail,medium,0,2022-06-01,88652.78,9465.37,high,high,high,2025-06-01,2022-06-21,98118.15,42,1076,0
394,1224,1037509.18,Energy,high,0,2017-09-05,169984.62,9964.19,high,high,high,2020-09-05,2019-12-19,179948.81,100,261,0
395,1733,1275363.71,Retail,low,0,2013-12-13,76984.01,5693.16,medium,high,medium,2016-12-13,2013-12-23,82677.17,145,1086,1
396,1252,732880.32,Healthcare,low,0,2020-10-15,133006.46,6533.28,high,high,high,2023-10-15,2023-01-25,139539.74,62,263,1
397,1745,856298.98,Retail,medium,0,2019-12-23,131646.65,10121.65,high,high,medium,2022-12-23,2022-09-19,141768.3,72,95,0
398,1526,1002981.59,Manufacturing,low,0,2015-06-03,113393.49,7387.77,high,high,high,2018-06-03,2016-05-04,120781.26000000001,127,760,1
399,1872,642508.83,Government,medium,0,2017-07-19,72056.13,8729.67,high,low,high,2020-07-19,2018-07-17,80785.8,101,733,1
400,1673,1266043.77,Finance,medium,1,2020-08-14,92843.91,8985.36,high,high,low,2023-08-14,2022-07-26,101829.27,64,384,1
401,1626,1108473.03,Energy,medium,0,2014-03-14,121029.87,8672.16,high,high,low,2017-03-14,2015-08-20,129702.03,142,572,1
402,1357,754315.55,Education,medium,0,2022-02-02,97094.04,7352.38,high,high,high,2025-02-02,2024-10-28,104446.42,46,97,0
403,1396,869955.91,Education,low,0,2021-06-28,239565.32,5674.53,high,high,high,2024-06-28,2022-04-21,245239.85,53,799,0
404,1970,990472.95,Finance,medium,0,2011-06-02,56351.68,6592.63,high,high,medium,2014-06-02,2012-02-06,62944.31,176,847,1
405,1019,956502.7,Energy,high,1,2011-02-10,261186.24,9660.95,medium,high,high,2014-02-10,2011-05-17,270847.19,180,1000,0
406,1821,950376.49,Food and Beverage,low,1,2022-05-26,156748.33,9608.05,medium,high,high,2025-05-26,2023-11-02,166356.37999999998,42,571,1
407,1681,747821.1,Healthcare,medium,0,2017-06-28,119934.21,7965.41,medium,high,low,2020-06-28,2019-09-27,127899.62000000001,102,275,1
408,1386,885993.56,Finance,medium,0,2017-11-03,226037.28,9316.77,high,high,medium,2020-11-03,2020-08-26,235354.05,98,69,0
409,1555,927277.69,Food and Beverage,medium,0,2020-08-07,227877.72,13567.59,medium,high,high,2023-08-07,2022-08-23,241445.31,64,349,1
410,1471,1124021.27,Healthcare,medium,0,2011-08-09,96250.64,10179.9,medium,medium,high,2014-08-09,2013-11-29,106430.54,174,253,1
411,1529,695107.44,Education,high,0,2022-03-28,280551.42,12870.64,low,high,low,2025-03-28,2023-01-26,293422.06,44,792,0
412,1673,1140103.67,Manufacturing,medium,0,2018-05-29,156409.55,10118.51,high,high,high,2021-05-29,2019-07-23,166528.06,91,676,0
413,1113,1158151.56,Technology,medium,1,2016-01-21,148408.81,8028.65,high,high,low,2019-01-21,2016-10-10,156437.46,120,833,0
414,1408,1060965.04,Education,medium,0,2010-01-26,263673.24,5373.05,medium,high,low,2013-01-26,2010-04-08,269046.29,192,1024,0
415,1359,1004556.02,Food and Beverage,medium,0,2020-09-14,277455.24,13170.97,high,high,low,2023-09-14,2020-09-30,290626.20999999996,63,1079,0
416,1473,920929.43,Energy,low,0,2014-01-16,325059.5,4679.81,high,high,low,2017-01-16,2016-03-22,329739.31,144,300,0
417,1653,954789.22,Retail,medium,0,2012-04-02,165903.01,7261.42,high,high,high,2015-04-02,2014-07-22,173164.43000000002,166,254,1
418,1260,692953.91,Retail,low,0,2018-05-07,90424.77,8873.78,medium,high,high,2021-05-07,2020-03-24,99298.55,92,409,0
419,1810,1247085.07,Education,medium,0,2015-10-28,133612.48,8916.5,high,medium,low,2018-10-28,2017-11-15,142528.98,122,347,0
420,1433,1195742.42,Manufacturing,medium,0,2016-01-13,129015.98,8517.04,medium,high,high,2019-01-13,2016-04-01,137533.02,120,1017,0
421,1309,1294419.84,Manufacturing,medium,0,2020-07-10,83634.73,7020.81,high,medium,high,2023-07-10,2021-10-15,90655.54,65,633,1
422,1429,698150.24,Technology,medium,0,2011-07-01,244414.6,8746.05,high,high,low,2014-07-01,2011-08-12,253160.65,175,1054,0
423,1136,694382.07,Food and Beverage,medium,0,2010-08-20,75765.5,9897.04,medium,high,high,2013-08-20,2010-09-20,85662.54000000001,186,1065,0
424,1704,1005504.48,Healthcare,medium,1,2017-01-20,289084.66,9465.16,medium,high,high,2020-01-20,2017-02-14,298549.81999999995,107,1070,0
425,1800,695557.19,Manufacturing,low,1,2021-04-16,176722.98,10498.75,high,high,low,2024-04-16,2021-04-20,187221.73,56,1092,0
426,1528,894894.78,Energy,medium,0,2017-04-17,204703.57,8870.7,high,high,high,2020-04-17,2018-06-13,213574.27000000002,105,674,0
427,1487,1158556.65,Food and Beverage,medium,0,2013-07-01,130492.32,6511.91,high,high,high,2016-07-01,2016-03-24,137004.23,151,99,0
428,1423,969354.23,Finance,low,1,2010-07-12,340833.05,8978.64,high,high,high,2013-07-12,2012-04-12,349811.69,187,456,0
429,1480,1005696.89,Retail,medium,1,2021-08-31,136184.62,5785.33,medium,high,high,2024-08-31,2021-11-10,141969.94999999998,51,1025,0
430,1513,880797.06,Healthcare,medium,0,2014-03-25,341238.16,6588.66,high,high,low,2017-03-25,2014-12-02,347826.81999999995,142,844,0
431,1334,905728.21,Energy,medium,0,2014-08-18,115853.29,11540.99,high,medium,medium,2017-08-18,2014-08-20,127394.28,137,1094,0
432,1066,1144532.99,Retail,medium,0,2022-08-15,196795.28,13003.39,high,high,high,2025-08-15,2023-12-11,209798.66999999998,40,613,0
433,1172,1030934.2,Food and Beverage,high,0,2022-07-01,260952.92,8040.94,medium,high,high,2025-07-01,2025-02-10,268993.86,41,141,0
434,1520,819463.42,Food and Beverage,medium,1,2013-04-10,270865.54,14148.02,medium,low,high,2016-04-10,2014-05-13,285013.56,153,698,0
435,1351,744525.09,Retail,medium,1,2011-09-07,70034.1,9216.96,high,medium,low,2014-09-07,2014-05-02,79251.06,173,128,1
436,1376,896497.29,Healthcare,medium,0,2016-10-26,205941.75,4358.89,high,high,low,2019-10-26,2017-08-29,210300.64,110,788,0
437,1596,833853.69,Technology,medium,1,2016-03-24,227543.43,7814.39,medium,high,low,2019-03-24,2017-07-27,235357.82,118,605,0
438,1706,782244.87,Manufacturing,medium,0,2021-12-02,180248.16,6318.96,high,high,high,2024-12-02,2023-10-09,186567.12,48,420,0
439,904,1040506.42,Technology,medium,0,2021-09-15,193345.95,11848.7,medium,high,high,2024-09-15,2021-10-06,205194.65000000002,51,1075,0
440,1578,587056.53,Education,medium,0,2012-03-13,215267.27,12964.6,high,high,high,2015-03-13,2013-10-30,228231.87,167,499,0
441,1167,976974.07,Energy,medium,0,2018-03-22,352148.59,8984.25,high,high,high,2021-03-22,2018-04-11,361132.84,93,1076,0
442,1561,1340433.22,Technology,high,0,2022-05-12,98782.58,9296.91,medium,high,high,2025-05-12,2023-11-07,108079.49,43,552,0
443,1461,731807.81,Education,medium,0,2013-02-21,297108.29,3635.08,high,high,high,2016-02-21,2013-11-14,300743.37,155,829,0
444,1665,966347.88,Energy,medium,0,2017-06-13,159720.35,7231.87,high,low,low,2020-06-13,2018-05-03,166952.22,103,772,0
445,1068,1014347.59,Manufacturing,low,1,2012-12-10,161247.77,10532.61,high,high,low,2015-12-10,2015-02-18,171780.38,158,295,1
446,1379,1154898.06,Technology,medium,0,2014-04-23,225714.85,10627.61,high,high,high,2017-04-23,2016-11-08,236342.46000000002,141,166,0
447,1529,938279.72,Healthcare,medium,0,2020-11-12,107000.39,11437.46,high,medium,high,2023-11-12,2022-03-18,118437.85,61,604,1
448,2260,893687.29,Healthcare,medium,1,2011-05-30,113805.6,9963.74,high,high,low,2014-05-30,2012-01-25,123769.34000000001,176,856,0
449,1714,1349980.89,Retail,low,0,2020-11-09,125916.13,6607.17,medium,high,high,2023-11-09,2022-05-05,132523.30000000002,61,553,1
450,1706,911639.58,Technology,high,0,2021-01-04,92252.98,8528.0,medium,medium,high,2024-01-04,2022-08-08,100780.98,59,514,0
451,1728,1033337.68,Manufacturing,low,0,2022-06-30,161977.83,8163.51,high,high,low,2025-06-30,2024-05-06,170141.34,41,420,1
452,1336,975879.38,Technology,medium,0,2013-01-15,155698.26,8002.52,medium,high,high,2016-01-15,2014-07-03,163700.78,156,561,0
453,852,1068064.55,Technology,low,1,2019-05-23,66065.92,5856.16,low,high,medium,2022-05-23,2020-07-13,71922.08,79,679,1
454,1320,905782.1,Healthcare,medium,0,2014-09-09,240831.72,7557.44,high,high,high,2017-09-09,2015-12-09,248389.16,136,640,0
455,990,817867.79,Education,medium,0,2010-11-29,159608.48,11168.63,high,high,high,2013-11-29,2013-06-07,170777.11000000002,182,175,0
456,1428,825159.72,Retail,medium,0,2014-01-10,151157.73,11869.8,high,high,high,2017-01-10,2016-05-12,163027.53,144,243,0
457,1769,1148889.72,Energy,low,0,2013-03-07,206221.73,7923.06,medium,high,high,2016-03-07,2015-11-06,214144.79,155,122,0
458,1486,1224828.13,Finance,medium,0,2015-10-21,122494.94,7106.64,medium,high,medium,2018-10-21,2016-07-13,129601.58,123,830,1
459,1195,998193.49,Energy,low,0,2020-11-11,157661.92,12290.07,high,high,low,2023-11-11,2022-02-23,169951.99000000002,61,626,0
460,1904,960188.58,Government,low,0,2018-05-08,152381.58,9943.87,high,high,high,2021-05-08,2020-10-16,162325.44999999998,92,204,1
461,1685,579318.76,Food and Beverage,low,0,2012-05-18,178627.8,6333.03,medium,high,high,2015-05-18,2013-01-02,184960.83,164,866,0
462,1537,920631.62,Government,low,0,2021-03-31,156980.71,7334.04,high,high,high,2024-03-31,2022-11-03,164314.75,56,514,1
463,2035,1144526.61,Technology,medium,0,2020-02-11,129688.46,5499.72,high,high,high,2023-02-11,2023-01-30,135188.18,70,12,1
464,1867,680007.52,Energy,low,0,2015-07-13,243330.2,9826.28,high,high,high,2018-07-13,2016-12-26,253156.48,126,564,0
465,1695,1233657.69,Food and Beverage,medium,0,2021-09-06,384048.96,6783.21,high,high,medium,2024-09-06,2022-09-12,390832.17000000004,51,725,0
466,1510,1181064.4,Retail,medium,1,2013-07-26,359137.1,4915.94,high,high,low,2016-07-26,2015-09-16,364053.04,150,314,0
467,1668,1129941.85,Technology,medium,0,2019-10-17,250628.3,6303.63,high,high,medium,2022-10-17,2021-05-27,256931.93,74,508,0
468,1426,1348775.67,Energy,medium,0,2020-06-25,256575.72,6854.98,high,low,high,2023-06-25,2022-04-01,263430.7,66,450,0
469,1617,1159397.04,Manufacturing,medium,0,2018-06-29,447636.58,10494.19,medium,low,high,2021-06-29,2021-05-18,458130.77,90,42,0
470,1448,892346.1,Education,medium,0,2017-03-31,110936.67,10758.06,high,high,high,2020-03-31,2018-10-16,121694.73,105,532,0
471,1186,1291173.59,Energy,low,0,2011-12-30,163898.04,8843.91,medium,high,high,2014-12-30,2013-10-02,172741.95,169,454,0
472,1255,1190976.36,Energy,medium,0,2018-08-01,192134.67,13923.19,high,high,high,2021-08-01,2019-04-01,206057.86000000002,89,853,0
473,1301,903248.91,Energy,medium,0,2013-01-14,116351.1,5834.38,high,high,high,2016-01-14,2013-11-27,122185.48000000001,156,778,0
474,1531,1117747.55,Technology,medium,0,2017-05-17,132214.26,13026.24,high,high,high,2020-05-17,2017-09-06,145240.5,104,984,0
475,1633,819184.28,Healthcare,medium,0,2022-10-13,157959.24,6383.74,medium,high,low,2025-10-13,2024-07-26,164342.97999999998,38,444,1
476,1291,738679.06,Manufacturing,medium,0,2015-03-13,192122.52,7531.49,high,medium,high,2018-03-13,2016-05-02,199654.00999999998,130,680,0
477,1931,682503.83,Healthcare,high,0,2016-03-14,246236.84,6458.34,high,high,high,2019-03-14,2018-06-08,252695.18,118,279,0
478,1949,972857.41,Finance,medium,0,2020-11-23,219772.68,12657.98,high,medium,high,2023-11-23,2021-06-25,232430.66,61,881,0
479,1320,764627.48,Technology,medium,0,2016-09-19,158563.75,5796.58,medium,high,high,2019-09-19,2016-10-12,164360.33,112,1072,1
480,1671,766120.58,Finance,medium,0,2017-08-04,228959.58,8915.59,high,high,high,2020-08-04,2018-06-08,237875.16999999998,101,788,0
481,1364,904010.66,Food and Beverage,low,0,2019-04-09,135690.54,9563.4,high,high,high,2022-04-09,2021-05-05,145253.94,80,339,1
482,1344,877949.17,Energy,high,0,2020-12-07,135211.89,7035.21,high,high,low,2023-12-07,2022-08-18,142247.1,60,476,0
483,813,1144754.05,Healthcare,medium,0,2011-10-10,201497.62,5314.15,low,high,low,2014-10-10,2012-01-24,206811.77,172,990,1
484,1921,891059.18,Education,medium,0,2010-08-09,235115.75,8685.12,low,low,low,2013-08-09,2010-11-17,243800.87,186,996,1
485,1284,1219068.75,Manufacturing,medium,1,2022-03-25,169024.21,9654.92,high,high,low,2025-03-25,2023-05-04,178679.13,44,691,0
486,1688,1170048.72,Manufacturing,medium,1,2018-02-15,106711.82,8867.89,medium,high,high,2021-02-15,2020-08-27,115579.71,94,172,0
487,1210,1070699.24,Energy,low,0,2017-12-29,66087.58,8473.21,high,high,low,2020-12-29,2019-06-04,74560.79000000001,96,574,1
488,1876,787238.4,Technology,medium,0,2016-03-09,422616.61,9237.88,medium,high,high,2019-03-09,2016-10-13,431854.49,118,877,0
489,1805,1245993.3,Finance,medium,0,2018-06-21,154739.16,12175.32,high,high,low,2021-06-21,2020-04-13,166914.48,90,434,1
490,1439,728326.15,Finance,medium,0,2018-10-03,204798.45,6084.51,medium,high,high,2021-10-03,2020-10-14,210882.96000000002,87,354,0
491,1570,1008332.79,Technology,medium,1,2020-10-27,101890.5,7749.57,high,high,high,2023-10-27,2022-07-25,109640.07,62,459,0
492,1610,1245042.87,Retail,medium,0,2011-05-31,150049.21,13232.42,high,high,high,2014-05-31,2013-06-19,163281.63,176,346,0
493,1400,1038600.57,Manufacturing,medium,0,2021-10-27,179450.53,8883.76,high,high,medium,2024-10-27,2023-08-30,188334.29,49,424,0
494,1382,563646.7,Technology,medium,0,2016-01-04,115846.05,10206.88,medium,high,high,2019-01-04,2018-07-19,126052.93000000001,120,169,0
495,969,816803.76,Manufacturing,medium,1,2019-04-02,151866.98,7534.07,high,high,high,2022-04-02,2019-09-10,159401.05000000002,81,935,1
496,958,978181.18,Technology,medium,0,2016-11-11,36978.33,8026.03,high,high,low,2019-11-11,2017-04-24,45004.36,110,931,0
497,1560,975896.84,Energy,medium,0,2019-06-25,141495.98,7341.93,high,high,low,2022-06-25,2021-05-07,148837.91,78,414,0
498,1836,810568.68,Energy,medium,1,2014-06-04,190205.74,12163.95,high,medium,low,2017-06-04,2015-05-28,202369.69,139,738,0
499,1822,1154002.18,Education,medium,0,2010-10-12,273384.97,6960.01,medium,medium,high,2013-10-12,2013-08-22,280344.98,184,51,0
500,1420,1133356.06,Technology,high,0,2013-05-21,97740.32,12485.04,high,medium,high,2016-05-21,2015-10-26,110225.36000000002,152,208,0
501,1428,742230.1,Retail,medium,1,2022-03-30,128017.29,13932.58,low,high,high,2025-03-30,2023-01-24,141949.87,44,796,1
502,1610,761321.02,Retail,medium,0,2017-11-07,184857.73,9711.65,medium,high,low,2020-11-07,2020-07-24,194569.38,98,106,0
503,1137,1011806.85,Energy,low,0,2010-05-12,262198.32,7967.25,medium,medium,medium,2013-05-12,2011-11-23,270165.57,189,536,0
504,1621,794662.86,Energy,medium,0,2013-05-23,112945.7,10446.85,high,medium,high,2016-05-23,2013-10-30,123392.55,152,936,1
505,1799,1058780.68,Energy,medium,0,2011-02-21,158833.39,6156.41,medium,high,high,2014-02-21,2011-07-18,164989.80000000002,179,949,1
506,1266,944811.92,Education,medium,0,2018-08-20,108499.4,7810.2,high,high,low,2021-08-20,2021-05-07,116309.59999999999,88,105,0
507,1545,1283817.99,Manufacturing,low,0,2017-05-08,286361.07,8682.04,high,high,medium,2020-05-08,2019-09-26,295043.11,104,225,0
508,1064,989023.48,Manufacturing,high,1,2018-01-12,207369.91,7329.93,high,high,low,2021-01-12,2020-10-15,214699.84,96,89,0
509,1541,1402606.06,Healthcare,low,1,2015-12-29,138146.62,13006.76,high,high,high,2018-12-29,2018-12-20,151153.38,120,9,1
510,1402,906600.16,Food and Beverage,medium,0,2017-03-21,133460.67,9173.5,medium,high,low,2020-03-21,2017-11-15,142634.17,105,857,1
511,1188,665094.42,Energy,medium,0,2012-06-29,93054.39,6375.0,high,high,medium,2015-06-29,2014-07-31,99429.39,163,333,0
512,1849,700250.7,Finance,medium,0,2012-06-22,94329.41,11132.79,medium,low,high,2015-06-22,2012-10-26,105462.20000000001,163,969,1
513,1483,853143.87,Food and Beverage,medium,0,2013-08-13,124603.76,11405.46,medium,high,high,2016-08-13,2014-02-06,136009.22,149,919,1
514,1724,842264.08,Technology,high,0,2015-06-17,259978.9,7637.06,high,high,high,2018-06-17,2017-01-10,267615.96,127,523,0
515,1619,1150737.79,Finance,medium,1,2022-08-01,176740.62,8162.35,low,medium,low,2025-08-01,2022-12-29,184902.97,40,946,1
516,1248,793725.01,Energy,high,0,2017-04-26,106347.9,9902.6,high,high,high,2020-04-26,2020-01-28,116250.5,104,89,1
517,1269,862112.95,Technology,high,0,2014-02-13,460881.54,9619.66,high,high,low,2017-02-13,2016-03-14,470501.19999999995,143,336,0
518,1756,1046168.02,Government,medium,0,2016-12-21,112794.1,6605.47,high,high,high,2019-12-21,2018-09-05,119399.57,108,472,1
519,1233,786334.88,Retail,medium,0,2010-10-29,52435.36,10471.44,medium,low,high,2013-10-29,2011-06-22,62906.8,183,860,0
520,1891,971347.41,Education,medium,0,2012-08-20,367616.35,8314.41,medium,high,high,2015-08-20,2014-10-08,375930.75999999995,161,316,0
521,1513,575932.0,Technology,medium,0,2013-09-10,235218.96,7030.26,high,medium,low,2016-09-10,2014-05-16,242249.22,148,848,0
522,1186,1203499.53,Healthcare,low,0,2012-07-27,283709.33,3961.32,high,low,low,2015-07-27,2013-10-28,287670.65,162,637,0
523,1775,1239343.92,Retail,medium,0,2020-07-21,223013.79,10915.29,medium,high,high,2023-07-21,2021-11-03,233929.08000000002,65,625,0
524,1815,975119.07,Retail,low,0,2017-11-10,81169.31,7096.2,high,medium,high,2020-11-10,2018-08-14,88265.51,98,819,1
525,1314,872529.81,Retail,medium,0,2022-07-27,177243.62,8043.23,high,high,high,2025-07-27,2023-05-09,185286.85,40,810,0
526,1309,893141.23,Energy,medium,0,2020-05-28,168602.5,4771.26,medium,high,high,2023-05-28,2021-06-11,173373.76,67,716,0
527,1314,792058.41,Government,medium,0,2012-11-22,278782.23,10875.74,high,high,low,2015-11-22,2014-11-11,289657.97,158,376,0
528,1730,1036121.99,Technology,medium,1,2012-12-31,166311.67,9175.05,medium,high,high,2015-12-31,2015-04-20,175486.72,157,255,0
529,1424,730926.72,Technology,high,0,2022-04-20,233648.41,8387.12,high,medium,medium,2025-04-20,2024-06-28,242035.53,44,296,0
530,1578,1249126.1,Food and Beverage,medium,1,2013-09-25,345113.47,11552.04,high,high,low,2016-09-25,2014-09-19,356665.50999999995,148,737,0
531,1605,936676.59,Retail,medium,0,2013-10-07,168450.86,8124.62,high,high,high,2016-10-07,2013-11-29,176575.47999999998,147,1043,0
532,1281,1254681.69,Energy,low,1,2015-04-29,272495.15,5270.44,high,high,low,2018-04-29,2018-04-20,277765.59,129,9,0
533,1310,1024406.68,Energy,medium,0,2016-09-14,162453.17,8407.79,high,high,low,2019-09-14,2019-05-15,170860.96000000002,112,122,0
534,1136,1106197.05,Energy,medium,0,2017-12-20,69668.89,4734.73,high,medium,high,2020-12-20,2019-10-31,74403.62,96,416,1
535,1335,876349.36,Healthcare,medium,0,2010-07-08,349732.19,7192.92,high,low,low,2013-07-08,2013-02-13,356925.11,187,145,0
536,1555,988078.82,Technology,medium,0,2013-04-24,148426.69,5831.35,high,high,low,2016-04-24,2014-04-18,154258.04,153,737,0
537,1340,1227390.67,Energy,medium,0,2017-06-28,144591.6,5664.41,high,low,medium,2020-06-28,2019-01-17,150256.01,102,528,1
538,1614,811235.41,Food and Beverage,high,0,2020-03-23,71070.47,7938.87,high,low,high,2023-03-23,2021-11-04,79009.34,69,504,1
539,1509,1271850.45,Finance,medium,0,2014-03-25,91654.49,6546.68,high,high,high,2017-03-25,2016-11-23,98201.17000000001,142,122,0
540,1680,946972.26,Food and Beverage,medium,0,2015-01-28,134593.84,13068.87,high,medium,low,2018-01-28,2016-02-09,147662.71,132,719,1
541,1567,950711.7,Food and Beverage,medium,0,2022-10-24,247609.19,9076.11,high,high,high,2025-10-24,2024-08-26,256685.3,37,424,0
542,1504,1204218.32,Energy,low,0,2021-04-09,57833.45,6959.56,high,high,high,2024-04-09,2022-11-02,64793.009999999995,56,524,1
543,1739,955942.74,Retail,medium,1,2011-09-02,505208.06,5804.54,medium,high,high,2014-09-02,2012-10-08,511012.6,173,694,0
544,1914,871724.79,Energy,low,0,2013-03-19,287261.51,7764.83,high,medium,high,2016-03-19,2015-01-05,295026.34,154,439,0
545,1661,1105258.31,Technology,medium,0,2021-08-18,202442.58,6603.14,high,high,high,2024-08-18,2022-09-23,209045.72,52,695,0
546,1676,1054253.52,Government,medium,0,2011-08-11,221814.04,9879.39,high,high,high,2014-08-11,2014-04-01,231693.43,174,132,0
547,1496,1238928.02,Technology,medium,1,2012-01-27,95292.34,8997.77,medium,high,high,2015-01-27,2014-03-19,104290.11,168,314,0
548,1913,1006014.52,Food and Beverage,medium,0,2012-02-08,143988.64,6648.84,medium,high,low,2015-02-08,2013-08-30,150637.48,168,527,1
549,1859,1012441.56,Retail,medium,0,2019-05-09,121838.75,11195.94,high,high,high,2022-05-09,2019-11-13,133034.69,79,908,0
550,1439,886604.56,Retail,medium,0,2021-02-03,433057.74,10631.9,high,high,medium,2024-02-03,2021-11-19,443689.64,58,806,0
551,1778,1190335.16,Technology,medium,1,2013-06-11,177303.47,9571.69,high,high,low,2016-06-11,2014-07-11,186875.16,151,701,0
552,1680,612141.62,Manufacturing,medium,1,2014-01-13,250216.07,8007.56,medium,high,high,2017-01-13,2016-11-24,258223.63,144,50,0
553,1480,948339.76,Technology,medium,0,2012-09-03,61332.39,9276.76,medium,high,low,2015-09-03,2014-12-09,70609.15,161,268,1
554,1789,1431050.96,Finance,medium,0,2010-09-30,214088.78,9937.27,high,high,low,2013-09-30,2013-08-16,224026.05,184,45,0
555,1746,642778.64,Retail,medium,0,2010-12-10,223019.88,10794.21,medium,high,high,2013-12-10,2012-02-14,233814.09,182,665,0
556,1788,885757.15,Government,high,0,2018-09-11,208516.41,5669.63,high,low,low,2021-09-11,2019-02-07,214186.04,87,947,0
557,1875,1367556.61,Retail,high,0,2022-09-20,252911.17,11819.72,high,high,low,2025-09-20,2024-08-27,264730.89,38,389,0
558,1482,1203045.31,Retail,medium,0,2016-01-27,93368.83,10261.69,medium,high,high,2019-01-27,2018-02-27,103630.52,119,334,0
559,1225,887138.1,Education,medium,1,2022-04-13,119565.64,9951.77,high,high,medium,2025-04-13,2022-04-28,129517.41,44,1081,1
560,1500,1431548.28,Healthcare,low,0,2018-03-27,73744.47,7315.49,high,high,high,2021-03-27,2020-12-14,81059.96,93,103,1
561,1514,707262.57,Education,high,1,2017-09-27,197933.18,7040.78,high,high,high,2020-09-27,2018-09-24,204973.96,99,734,0
562,1348,996183.09,Retail,low,0,2011-05-27,123201.14,9374.2,high,high,low,2014-05-27,2011-08-11,132575.34,176,1020,1
